Student Ranking Order (Rank, ID):
76799, 281718
76979, 151023
77039, 51963
77219, 386874
77831, 121607
78283, 405903
78552, 30735
78945, 295168
79250, 926149
79341, 854814
79601, 375830
79925, 63075
80003, 191090
80007, 570971
80167, 517857
80421, 300698
81153, 670885
81375, 340735
81494, 343049
81722, 63682
81762, 926623
82060, 123291
82296, 311081
82448, 54290
82620, 934414
82876, 655776
82880, 768734
82989, 780165
83009, 395876
83454, 461192
83540, 876236
84276, 161094
84496, 948147
84870, 75744
84911, 46548
85024, 313821
85175, 693693
85178, 845904
85183, 44235
85395, 333303
85728, 610535
85921, 371074
86079, 60723
86790, 432591
86828, 761750
86838, 723978
87046, 436716
87298, 867525
87694, 751854
87848, 685847
88460, 299275
88865, 918065
89032, 33343
89072, 837575
89226, 405625
89464, 780579
89468, 787651
89555, 340705
89858, 122765
90174, 371966
90300, 140178
90555, 871482
90603, 259437
90691, 469015
90752, 558602
90842, 703673
91118, 996819
91242, 582692
91266, 528967
91890, 901702
91966, 146883
92024, 860629
92312, 84456
92547, 532020
92892, 53409
93005, 40900
93202, 23629
93416, 179085
93597, 303435
93888, 155372
93919, 925560
93935, 385149
94141, 646668
94530, 498819
94543, 307230
94667, 477247
94714, 374640
95224, 636764
95490, 474004
95593, 952752
95842, 956022
95933, 730842
95940, 392076
95945, 496892
96063, 521893
96065, 683701
96287, 275088
96780, 740962
96897, 89292
96985, 460354
97081, 507914
97106, 944116
97177, 107184
98061, 86894
98121, 349387
98182, 21322
98198, 665973
98524, 514141
98639, 377598
98713, 729488
99264, 681873
99282, 864207
99356, 596009
99521, 241306
99618, 207130
99752, 991378
99902, 279778
100003, 768540
100180, 642278
100395, 285590
100736, 796944
100958, 188144
101256, 257610
101739, 350158
101778, 420662
101816, 508022
102166, 245517
102252, 283744
102560, 497917
102872, 622228
103104, 824825
103182, 167637
103386, 27050
103769, 743365
103771, 95064
103825, 704520
104199, 927548
104501, 460563
104505, 910141
104779, 514672
104780, 53333
104822, 348780
105122, 522928
105210, 882508
105423, 19
105727, 339412
106176, 685806
106227, 184
106245, 581467
106410, 878640
107138, 410164
107296, 359286
107515, 193964
107866, 869418
107943, 278672
108475, 634131
108588, 373194
108640, 903779
109003, 701840
109158, 637395
109710, 250121
109753, 761
109840, 686703
110207, 97291
110423, 45333
110548, 649165
110791, 995539
110936, 236510
110960, 200551
111149, 88649
111218, 345178
111832, 617799
111937, 976426
112418, 637218
112433, 386974
112742, 134376
113000, 250667
113042, 165333
113049, 395794
113245, 45379
113304, 383418
113524, 85211
114275, 122322
114285, 82191
114397, 573161
114402, 559362
114527, 235928
114697, 277176
114777, 253348
115285, 614289
115298, 456715
115978, 293331
116002, 382168
116060, 777719
116430, 546706
116472, 986088
116593, 826421
116629, 600593
117028, 604470
117118, 829329
117499, 151993
117534, 987509
118102, 356235
118312, 403124
118959, 202278
119402, 868193
119586, 232103
120313, 202272
120684, 523764
120720, 5626
120883, 855658
120937, 453645
121025, 95112
121033, 3625
121163, 703273
121339, 70865
121498, 392391
121568, 174082
121698, 635746
121859, 71050
122260, 799857
122344, 755
122355, 64026
122428, 453447
122836, 283648
123042, 86320
123247, 561653
123665, 538493
123888, 777585
124444, 511997
124476, 350856
124503, 140420
124840, 85303
125658, 518418
125808, 85656
125820, 865457
126512, 47152
126550, 587290
126704, 867754
126720, 290065
126841, 264207
126894, 514171
127158, 97272
127442, 530396
127482, 255206
127498, 155449
127642, 92455
127701, 440751
127757, 151538
127897, 689698
127933, 409744
128035, 122067
128067, 282803
128192, 252324
128253, 997504
128258, 287813
128382, 521068
128540, 448903
128680, 784200
128707, 959109
128895, 944338
129580, 878022
129728, 732402
129756, 966022
130040, 100825
130541, 304152
130552, 38092
130908, 812223
130968, 652527
130974, 267020
131123, 157647
131632, 515488
131740, 546751
131939, 334656
131958, 540073
132113, 416127
132160, 791637
132269, 476819
132407, 259746
132491, 239201
133097, 71696
133267, 550053
133323, 203224
133341, 34525
133343, 419603
133466, 969214
133497, 497438
134002, 29018
134085, 954563
134261, 674953
134442, 42613
134630, 156793
134728, 676824
134750, 380197
134790, 140091
134823, 553904
135229, 874188
135285, 180973
135579, 832871
135590, 848961
135603, 61146
135638, 242119
135675, 922751
135822, 430187
136011, 665176
136356, 348342
136422, 186268
136727, 305664
136802, 791286
136805, 375104
136809, 5354
136867, 260140
137094, 199280
137169, 132769
137227, 34842
137353, 288651
137447, 374600
137531, 929719
138066, 664110
138347, 695329
138468, 378768
138477, 756605
138604, 132823
138710, 574340
139165, 240181
139227, 915469
139341, 891148
139586, 673834
139861, 684966
140002, 60875
140077, 496509
140312, 453253
140347, 813963
140387, 298076
140543, 465465
140803, 825405
140842, 28237
140898, 362690
140903, 566774
140930, 17056
141198, 538653
141267, 717765
141481, 503697
141565, 234214
141669, 24183
141673, 27069
141798, 529146
141823, 130921
142412, 396890
142463, 502159
142559, 291703
142780, 431205
142801, 757288
142897, 501698
143144, 708891
143267, 278110
143306, 291
143418, 876470
143641, 451143
143652, 902725
143939, 919786
144011, 834851
144164, 361313
144316, 169357
144385, 570213
144431, 396845
144470, 938091
144563, 272703
144863, 840571
144881, 435135
145017, 585912
145101, 289849
146020, 206836
146395, 261176
146707, 221158
146915, 866552
147210, 410406
147222, 79417
147433, 80089
147568, 549109
147618, 282431
147964, 300520
148208, 818429
148289, 994711
148556, 968931
148716, 933493
148762, 529374
149068, 204170
149254, 392943
149274, 832333
149298, 170072
149524, 773628
149641, 165869
149816, 436583
149845, 2710
150056, 402383
150057, 955688
150549, 466069
150874, 104968
151195, 375372
151453, 13194
151815, 802269
151823, 837427
151833, 518331
151851, 882772
151886, 233449
151943, 714744
152128, 40307
152215, 710075
152377, 490080
152671, 719487
152722, 349795
153003, 902614
153257, 860243
153409, 732778
153470, 858840
153629, 222208
154174, 962554
154245, 354500
154351, 28389
154480, 488948
154910, 132525
155270, 884260
155400, 518561
155402, 835215
155406, 301561
155467, 329715
155524, 617179
155704, 835
155879, 155645
156192, 188684
156206, 889182
156228, 85016
156318, 485539
156477, 975931
156511, 906153
156751, 757443
156862, 41288
157342, 112242
157493, 841886
157521, 544988
157580, 854544
157731, 788697
158069, 937143
158276, 223993
158536, 810366
158536, 242139
158765, 778941
158879, 646204
158899, 642191
159089, 167679
159262, 41902
159379, 920275
159418, 435862
159491, 161597
159711, 902021
159871, 307156
159884, 546923
160258, 77691
160805, 564296
160816, 858168
160919, 458690
160966, 800374
161154, 829169
161702, 987121
161889, 86908
161949, 693467
161996, 832098
162059, 522555
162196, 712931
162250, 218071
162464, 806564
162926, 218097
162963, 178091
163285, 736288
163403, 810786
163610, 331168
163671, 738213
164156, 625793
164257, 214236
164326, 595222
164345, 17591
164394, 5701
164870, 132744
164967, 543634
165063, 107988
165514, 593579
165544, 222979
165550, 517386
165601, 637621
165674, 683468
165706, 521202
165733, 667420
165826, 775036
166684, 371856
166735, 407553
167196, 80032
167343, 291962
167552, 626458
167852, 284727
167987, 246586
168416, 207707
168491, 784243
169112, 140499
169193, 555346
169260, 89143
169447, 48212
169587, 767058
169914, 970430
169918, 856294
170014, 165721
170330, 303635
170335, 81756
170360, 416921
170502, 625401
171053, 329837
171490, 477520
171651, 664352
171877, 24699
171940, 25667
172096, 351291
172148, 704843
172185, 27934
172355, 6783
172633, 255460
172755, 680557
172831, 241506
172888, 507371
173176, 520817
173242, 480735
173460, 476363
173699, 95580
173731, 653227
173941, 26994
174158, 704441
174452, 169607
174795, 221392
174896, 324341
175093, 656418
175250, 796937
175667, 545785
175872, 571576
176037, 627111
176110, 65565
176395, 434478
176753, 48099
176934, 664673
177006, 277357
177068, 761723
177157, 923510
177781, 624275
177844, 958662
178218, 739518
178232, 348770
178513, 882474
178959, 733559
179027, 349004
179031, 223905
179084, 597694
179246, 125062
179410, 741998
179447, 832202
179647, 947106
179716, 665054
179765, 914984
179786, 761343
179823, 390671
179870, 726158
180006, 795127
180371, 602381
180586, 212839
180732, 125597
181144, 583634
181233, 204851
181499, 8995
181530, 332116
181563, 193654
182198, 394412
182400, 777760
182811, 535136
183228, 743609
183243, 740087
183325, 400959
183489, 421215
183590, 695106
183727, 504764
183912, 23541
183921, 162522
184130, 308818
184229, 384884
184370, 955103
184440, 567421
184851, 457629
185568, 461726
185887, 989957
186063, 861321
186293, 331142
186499, 497042
186641, 140219
186647, 897382
186841, 723138
186921, 359724
187505, 406469
187651, 45072
187708, 53490
187800, 919748
187876, 2186
187901, 119871
187957, 111793
188106, 549298
188485, 383041
188491, 217651
188876, 208951
188935, 391717
189139, 242179
189150, 597471
189176, 382837
189341, 774912
189647, 826071
189833, 810224
190224, 654566
190268, 556812
190556, 714998
190707, 576387
190754, 132882
190820, 384609
191347, 658440
191439, 499846
191735, 642700
191796, 587269
191950, 492810
192204, 565443
192227, 914357
192333, 169310
192454, 627083
192502, 31985
193344, 617162
193454, 28567
193497, 736386
193551, 226621
193606, 178925
193805, 688849
193814, 122879
193893, 248066
193981, 646073
194139, 567569
194159, 34866
194321, 621604
194502, 611047
194622, 407155
195033, 311454
195239, 955522
195571, 840696
195857, 403616
196171, 509346
196372, 846329
196882, 890972
197616, 157113
198195, 589206
198728, 388349
198974, 252097
199035, 897945
199162, 370566
199205, 313351
199559, 437308
199829, 843853
200099, 901473
200483, 461669
200510, 743658
200562, 650685
200768, 178491
201190, 61593
201202, 762015
202040, 850787
202581, 665627
202717, 333706
202798, 162276
202944, 714299
203142, 191433
203380, 186286
203538, 33667
203621, 110348
204016, 195477
204171, 991587
204490, 921601
204741, 859781
204862, 562318
204926, 251374
205142, 724898
205800, 378800
206018, 826941
206303, 719899
206392, 543398
206501, 142310
206621, 765943
206942, 659085
206988, 931077
207312, 533258
207359, 998973
207442, 799177
207698, 20943
207729, 326271
207849, 800161
207850, 391235
208090, 205154
209143, 912674
209255, 70979
209269, 693016
209282, 445275
209288, 386917
209778, 768091
209891, 172372
211188, 319851
211517, 60426
211550, 643563
211585, 30177
211863, 850642
212081, 275847
212307, 467860
212347, 54328
213051, 16404
213182, 764444
213490, 204949
213496, 737639
213924, 262584
214270, 883947
214488, 438460
214641, 421827
214649, 282276
215529, 951299
215752, 464985
216040, 973606
216080, 647266
216292, 309280
216416, 75988
216606, 72460
216858, 637463
217346, 870804
217706, 795063
217756, 29048
217765, 766083
217943, 863793
218640, 43655
218740, 521397
218825, 805639
219195, 557084
219617, 249428
219697, 794054
219708, 237893
220208, 915031
220452, 804353
220624, 849509
221076, 157253
221147, 581327
221589, 8104
221744, 607556
221964, 102361
222040, 376270
222117, 507213
222358, 64447
222369, 668105
222399, 519837
223071, 436049
223102, 382270
223180, 26824
223495, 681595
224033, 316534
224047, 264599
224154, 769079
224836, 254722
224893, 858650
224975, 642004
225380, 366556
225641, 289378
225671, 949282
225887, 997988
226018, 691206
226569, 6575
226623, 425725
226668, 609759
226725, 578815
227050, 125504
228394, 743467
228508, 869334
228758, 769975
229262, 244848
229464, 562165
229656, 463856
229843, 896772
230252, 38498
230542, 895600
230747, 365081
230876, 702236
230889, 447156
231004, 778480
231012, 302976
231158, 4517
231467, 51201
231474, 578421
231512, 150214
231578, 655038
231890, 586122
232097, 802619
232206, 265065
232231, 419064
232282, 379532
232450, 738910
232515, 240419
232551, 494326
232782, 952367
232793, 10213
233113, 917603
233468, 534376
233522, 761595
233870, 953608
234361, 84474
234413, 595243
234421, 800080
235097, 993047
235646, 38850
236163, 172864
236190, 567698
236414, 47162
236415, 427051
237285, 722779
237360, 880107
237398, 696085
238040, 100595
238234, 382109
238743, 943429
238747, 458357
239479, 423858
239553, 163429
239652, 433471
239711, 33181
239715, 983569
239827, 168739
239872, 20288
239978, 317343
240081, 864649
240252, 232067
240700, 416639
240786, 280239
240982, 142888
241119, 658118
241476, 197260
242191, 877067
242327, 454247
242501, 211050
243038, 238071
243124, 560167
243885, 890762
243985, 786030
244105, 153922
244227, 39360
244575, 557712
244663, 217994
244711, 972137
245000, 767901
245041, 143178
245305, 812606
245575, 452875
245747, 766266
245789, 679260
245794, 308636
246273, 272113
246631, 869834
246803, 941342
246896, 826821
247021, 115527
247248, 812270
247500, 188828
247612, 110273
247772, 95777
247906, 14429
248128, 162508
248382, 981388
248790, 413603
248806, 809470
249049, 52291
249082, 579745
249259, 159778
249532, 374398
249578, 946818
249706, 370055
249872, 307855
249900, 477650
250255, 784443
250335, 556871
250820, 991183
251540, 602570
251936, 295229
252282, 259581
252413, 369353
252428, 628461
253086, 686059
253325, 513179
253380, 436536
253407, 143960
253555, 527266
253750, 454360
254270, 579794
254330, 579192
254342, 788713
254579, 927337
254582, 419456
255209, 931829
255438, 596582
255636, 55848
255919, 662653
256147, 937188
256375, 831050
256515, 338317
256882, 416740
256885, 994049
257509, 491472
257519, 396764
257744, 754125
258673, 97666
258708, 723472
258812, 806422
258817, 711218
259189, 494548
259514, 870112
259612, 605324
259980, 795378
260074, 828748
260104, 211343
260249, 516429
260472, 874303
260575, 108750
260597, 960090
260670, 956902
260683, 692130
260743, 603069
260808, 940618
261142, 122651
261278, 299085
261342, 505605
261426, 145338
261560, 953358
261666, 198331
261753, 280983
261758, 547450
261774, 514229
261872, 349916
261932, 351229
262052, 817325
262342, 370229
262682, 156487
262857, 473695
262977, 371391
263579, 40584
263790, 16654
264101, 451154
264260, 77906
264574, 111607
264882, 850003
264969, 789565
264980, 997424
265059, 565476
265187, 584986
265687, 885935
265733, 211886
266086, 473433
266243, 310948
266750, 642356
267103, 576179
267238, 920879
267259, 818717
267672, 120380
268077, 559538
268210, 644511
268512, 82159
268532, 603044
268867, 301828
268936, 804448
269194, 49503
269290, 71991
270238, 656251
270862, 700634
271023, 854668
271093, 422815
271372, 292596
271424, 597415
271588, 976873
271870, 771572
272118, 91722
272434, 435611
272540, 966285
272558, 109283
272783, 377448
272955, 672507
273005, 651565
273324, 12644
273548, 366965
273612, 492702
273681, 266408
273986, 648255
274276, 671166
274280, 697729
274348, 841034
274507, 329022
275196, 2106
275276, 156365
275388, 467711
275616, 186267
275688, 963445
275696, 933761
275790, 805926
276029, 835726
276574, 945407
277091, 455082
277356, 820210
277434, 50525
277469, 255226
277519, 401548
277591, 232515
277642, 58860
277725, 389763
277797, 535262
277906, 59080
278091, 388044
278118, 970038
278921, 671117
279087, 704144
279224, 492597
279352, 829117
279585, 502573
279631, 349282
279975, 529073
279996, 397889
280206, 127565
280341, 791809
280347, 232261
280812, 3271
280845, 79846
280856, 56962
281369, 590365
281461, 840627
281746, 817561
281784, 165580
282091, 137457
282095, 845130
282195, 839316
283610, 213850
283651, 224985
283979, 826966
284068, 581983
284088, 35574
284107, 511794
284130, 706943
284219, 362695
284282, 758679
284292, 705430
284489, 478732
284540, 109522
285228, 530152
285431, 529067
285504, 378515
285551, 124451
285672, 263175
286609, 731004
286910, 702039
287316, 931136
287524, 569505
287822, 682518
288898, 927405
288991, 78522
289071, 528052
289100, 462829
289459, 370420
289503, 63573
289885, 595650
290022, 927323
290602, 790647
291086, 545394
291158, 896899
291178, 122394
291234, 338884
291283, 117090
292013, 241578
292056, 266649
292111, 497504
292327, 467409
292447, 274422
292530, 705763
293170, 554231
293208, 272721
293271, 517004
293424, 788843
293488, 300290
293570, 806233
293670, 319547
293688, 392814
293796, 510988
293877, 566667
294375, 35688
294672, 881107
294687, 979862
295156, 144867
295180, 865867
295305, 938162
295356, 682330
295403, 802276
295768, 316085
295794, 955413
295905, 318675
296068, 951050
296070, 430160
296082, 651790
296154, 144578
296456, 219725
296504, 7447
296534, 673792
296828, 348221
296955, 614718
297126, 922397
297282, 380803
297477, 42512
297561, 730103
297827, 120982
298001, 774899
298425, 814741
298744, 56005
299285, 426759
299307, 322891
299630, 702574
299664, 736655
299766, 232139
299849, 41090
300193, 815066
300684, 343661
300703, 684246
300906, 797575
300942, 110405
301181, 325219
301378, 126200
301379, 71310
301457, 124519
301722, 201998
302027, 676028
302066, 10145
302190, 587245
302352, 774291
302603, 33757
303265, 613948
303714, 939293
303846, 617402
304062, 187939
304111, 36605
304737, 533894
305268, 175804
305298, 172747
305336, 967756
306089, 146611
306262, 943687
306600, 400842
306642, 341056
306804, 407529
306845, 725270
306980, 953410
307822, 203271
307903, 696609
307970, 111848
307985, 43329
308513, 545431
308610, 766931
308760, 19864
308884, 461522
309013, 851408
309075, 947824
309334, 135848
309671, 233862
309855, 978394
310212, 660356
310519, 519711
310594, 228272
310635, 741349
310956, 50017
311202, 305620
311553, 591023
311721, 868748
311880, 102920
312310, 885599
312748, 160648
312775, 344859
312824, 23416
313528, 969488
313709, 115457
314129, 938492
314832, 212832
314849, 25426
315058, 389902
315064, 111653
315254, 420317
315270, 274141
315721, 781816
315848, 567315
316028, 441847
316040, 686431
316150, 349090
316231, 291444
316245, 432472
316298, 485654
316458, 349230
316694, 670370
316750, 101583
316992, 381265
317222, 440885
317644, 145161
317678, 946008
317716, 22517
318035, 655556
318369, 818465
318371, 630605
318392, 656779
318855, 722005
319338, 6584
319639, 776146
319830, 269305
320109, 645851
320323, 525125
320497, 635270
320602, 142732
320929, 436809
321049, 507399
321211, 456188
321379, 467308
321599, 959904
321851, 797317
321861, 842227
322019, 705906
322236, 61855
322386, 531619
322631, 339928
322701, 644433
322753, 393469
323072, 898260
323158, 908283
323363, 969155
323667, 594721
324354, 359198
324391, 632514
324478, 133329
324975, 42102
325776, 674382
325983, 949813
326066, 879508
326200, 719102
326238, 890129
326311, 940808
326709, 792469
326947, 679312
327018, 510948
327066, 168429
327178, 638209
327368, 486491
327368, 173701
327884, 891268
327989, 518588
328178, 451985
328887, 179751
329026, 934434
329258, 282542
329312, 429340
329487, 518264
329541, 58868
330184, 869249
330210, 19735
330339, 746689
330432, 689586
330513, 790091
330599, 28814
330781, 323869
331056, 497506
331414, 416401
331419, 624031
331922, 617204
331952, 236323
332004, 608699
332644, 97194
332732, 723305
332858, 180984
333064, 962887
333440, 225065
334006, 915874
334091, 678876
334696, 758603
334709, 154876
334738, 399546
334984, 749863
335092, 155651
335112, 253136
335593, 386841
335748, 605637
335809, 923569
336346, 501901
336368, 22386
336465, 764797
336515, 609138
336815, 791164
336868, 333168
336921, 641740
337385, 651766
337639, 739809
337646, 112386
337677, 259546
337833, 271928
337856, 30223
337934, 679430
338596, 895753
338866, 307682
338943, 808784
339113, 67602
339190, 594842
339197, 750808
339599, 322856
339899, 591656
340158, 997512
340324, 496973
340351, 182854
340432, 273710
340578, 149229
340662, 410505
340664, 524521
340693, 890643
340877, 941613
340982, 637965
341131, 320847
341193, 694730
341198, 341456
341530, 519382
341710, 163160
342216, 847574
342825, 770734
342863, 53976
342869, 896896
342984, 266766
343104, 627962
343199, 73846
343468, 826515
344053, 84958
344080, 549387
344089, 778613
344311, 21181
344670, 203514
344725, 728934
344785, 134742
344980, 620082
345078, 838266
345256, 802470
345306, 248712
345476, 967636
345930, 920633
346050, 280315
346075, 334853
346093, 932552
346204, 892539
346390, 554407
346828, 748615
347280, 218915
347404, 943958
347433, 245688
347466, 641451
347549, 582096
347639, 849593
347785, 433601
347802, 208474
347937, 744121
348210, 874238
348244, 604827
348319, 460489
348493, 526814
348523, 75196
348622, 656939
348916, 835048
348953, 929187
349005, 129698
349057, 549282
349065, 551076
349237, 944045
349250, 46481
349284, 618249
349507, 172726
349629, 157246
349635, 198976
349849, 964341
350142, 91770
350548, 960805
350580, 488144
351054, 449446
351201, 376621
351509, 103576
352205, 587395
352546, 214063
352809, 106123
353367, 26107
353395, 90588
353401, 872118
353487, 231195
353704, 37303
353852, 400607
354302, 917262
354448, 732957
354890, 239001
355107, 664384
355257, 99365
355825, 320457
356071, 559155
356104, 440607
356415, 447155
356504, 312732
356590, 510123
356626, 764349
357021, 440797
357214, 108726
357417, 681098
357528, 236113
357570, 298975
357805, 267600
357817, 192125
358041, 788837
358328, 217455
358343, 880225
358463, 248810
358908, 616805
359073, 467793
359134, 212853
359208, 65042
359377, 807778
359620, 499655
360519, 496325
360600, 936527
360763, 139150
361331, 948041
361428, 918614
361539, 299037
361812, 984928
362450, 49796
362486, 257089
362725, 477715
362802, 70599
363237, 463764
363293, 557260
363363, 87346
363541, 924948
363780, 914673
364225, 568270
364256, 924138
364269, 982817
364565, 882018
364613, 556762
364638, 660208
364777, 951645
365100, 459771
365365, 500468
365426, 572760
365434, 193954
365518, 720582
365697, 710517
365793, 320809
366051, 114702
366231, 792477
366335, 286233
366401, 932570
366412, 115808
366714, 695237
366916, 283721
367356, 152959
367435, 166040
367720, 257790
367729, 986681
367844, 284358
367976, 497370
368436, 348020
368485, 192694
368539, 470418
368701, 921152
368820, 899859
368883, 905689
369379, 132127
369988, 84622
370059, 543284
370209, 385624
370236, 218131
370495, 376568
370533, 365540
370834, 393841
370900, 349769
371114, 63244
371360, 948175
371652, 361824
371826, 117021
372504, 477209
373136, 232513
373313, 93163
373700, 319374
373708, 298366
374330, 974963
374786, 137138
374814, 233908
375219, 160846
375454, 143251
375649, 479103
375698, 344465
375898, 489848
375922, 19048
376356, 56961
376656, 677300
377031, 758138
377147, 338664
377198, 750802
377460, 133463
377544, 728336
377583, 65961
377722, 175069
377915, 708232
377968, 136662
378866, 759743
378910, 533098
379030, 285881
379204, 439146
379563, 887713
379772, 204126
380361, 17965
380782, 751363
380967, 61642
380981, 27333
381029, 828385
381251, 43692
381470, 826080
381730, 769732
382336, 546498
382434, 532147
382446, 374730
382675, 939358
382824, 45577
383407, 544266
383850, 766351
384093, 134785
384131, 122587
384578, 330780
384669, 630878
384683, 224659
384909, 85915
384909, 340211
385108, 472466
385435, 175967
385528, 374702
386474, 385967
386530, 671247
386569, 279274
386658, 366831
387149, 646083
387317, 713326
387642, 451712
388637, 629765
388730, 39196
388793, 166993
388932, 819969
389014, 797104
389159, 128766
389327, 868818
389363, 955184
389464, 665393
389573, 840471
389674, 321222
389923, 722067
389951, 415912
390085, 611706
390299, 151863
390344, 405029
390380, 518796
390413, 967518
390516, 777245
390614, 347575
390966, 101196
391985, 132133
392016, 462404
392253, 54499
392404, 348127
392440, 939640
392685, 868312
392698, 907948
392763, 18743
392809, 318525
393174, 236235
393185, 510091
393765, 453355
394017, 368609
394165, 781116
394313, 260523
394543, 728658
394708, 773095
394998, 869012
395695, 823202
395720, 483202
396200, 322509
396207, 564032
396214, 766879
396369, 486244
396666, 899169
396756, 660402
396898, 790978
397273, 685076
397279, 166996
397449, 796574
397473, 622424
397524, 776192
397766, 115443
397776, 192286
397928, 269124
397994, 194484
398147, 39363
398377, 98968
398490, 618275
398725, 896311
399002, 338522
399034, 37705
399106, 41712
399120, 920744
399135, 125800
399182, 293989
399436, 318808
399770, 358132
